designation,Area,Cent_x,Cent_y,Count
group443.2,48069,-86.03445120059028,39.77083383129583,72
group444.1,35270,-86.01692549661563,39.77141896535937,32
group445.1,9040,-85.621896924725,39.771312139224996,12
group446.1,104528,-86.21792960286187,39.76730532684245,139
group447.1,49495,-87.22386232481786,39.7643824306125,56
group449.1,84295,-86.24456550064092,39.76321297814318,132
group450.1,82846,-86.35583802514564,39.76116747869783,92
group451.1,26755,-86.45830446459333,39.761216407586666,30
group452.1,113254,-86.06087081956917,39.758575241387675,146
group452.2,58846,-86.0524931631127,39.7570543799127,63
group454.1,125449,-86.0282893762354,39.753590532675155,161
group456.1,23541,-86.2169872165,39.7492213626,35
group457.1,25047,-86.25149100325511,39.74758090065715,49
group458.1,12471,-87.02478877737826,39.73918610325217,23
group460.1,51729,-85.8833431226351,39.73101637469298,57
group461.1,151066,-86.93450323894326,39.727944712512056,141
group461.2,56058,-86.925720502725,39.72736284200179,56
group462.1,264823,-86.24572722470059,39.722491214304966,342
group462.2,264678,-86.25289651496016,39.718609418906645,271
group463.1,163725,-86.36922340789825,39.712409054801164,172
group463.2,27202,-86.36309415779216,39.716672761792154,51
group464.1,271439,-86.05170986140777,39.7067179437125,296
group465.1,529466,-86.272667876961,39.699036127215166,600
group466.1,115737,-86.23171461483876,39.70373869464264,129
group467.1,189266,-86.13187183360947,39.69724890245676,222
group467.2,61843,-86.1336958305603,39.70014450642059,68
group467.3,62415,-86.13354216704026,39.68928017690649,77
group468.1,24733,-85.69355611038286,39.67394631867429,35
group468.2,13692,-85.70111038421766,39.66938373969412,17
group469.1,110409,-85.15004186394918,39.65892045853934,122
group470.1,28669,-86.86862095574286,39.65083385103714,35
group471.1,22211,-85.15167755988824,39.6505007158647,34
group471.2,13512,-85.15016465935,39.646375822695,20
group471.3,9535,-85.14863457302856,39.645183077199995,14
group472.1,9592,-84.94780508482499,39.637433532575,12
group473.1,148797,-86.18211202507892,39.62928827421838,185
group473.2,76854,-86.17845629164368,39.631903818732184,87
group473.3,53470,-86.18257342587222,39.63336965106111,54
group474.1,75951,-86.85347822496179,39.63106265026966,89
group475.1,75316,-85.9209680374247,39.61554885766049,81
group476.1,15959,-85.15064245956957,39.61614200474783,23
group477.1,10285,-86.38284699522309,39.613996673823074,13
group478.1,102718,-86.44115448419058,39.61233577594245,106
group478.2,52468,-86.445454741875,39.61216282415938,64
group479.1,51488,-86.3013199034127,39.610136631258726,63
group480.1,75795,-85.46602399321013,39.60404278675949,79
group480.2,13608,-85.45768368429376,39.6062032928875,16
group481.1,729689,-86.10570903652676,39.589921389458986,751
group481.2,46185,-86.10518577347179,39.59461854185128,39
group482.1,33796,-85.4293742189913,39.592583109884785,46
group483.1,121935,-86.33855064172693,39.58758928822461,130
group484.1,79799,-86.2414295850967,39.57781806004066,91
group485.1,384683,-86.37578382830566,39.5529378694819,442
group486.1,18976,-87.35171593836364,39.54082981214091,22
group487.1,38840,-84.82370229337442,39.53408216417907,43
group488.1,450997,-87.26864366420827,41.55895751696272,448
group488.2,7939,-87.26772454087,41.55033332987,10
group489.1,41585,-87.4016845508132,41.5635571149434,53
group490.1,275528,-86.90057086356383,41.55915116782325,271
group490.2,151752,-86.89372244199042,41.56061750157124,146
group491.1,58784,-84.91111387258195,41.56001322326805,72
group492.1,25834,-85.43713350226363,41.558114582093935,33
group493.1,19439,-87.41190327740556,41.55607113315,18
group493.2,15310,-87.41023264501,41.55438329467,10
group493.3,20166,-87.40670068788667,41.55342440848666,15
group493.4,6657,-87.40192365901429,41.5503440898,7
group493.5,17118,-87.39367972812144,41.55007042648572,14
group496.1,31399,-84.92540730332045,41.554650284579544,44
group497.1,121643,-87.13991407230374,41.55251858025821,134
group498.1,185516,-87.07200293976341,41.552343845046906,194
group498.2,61944,-87.07811129584675,41.55217652609091,77
group499.1,118768,-87.3812477330102,41.5501379308758,157
group5.1,86045,-87.23924284333205,38.0378176681718,78
group500.1,11457,-87.24401387642307,41.550174903107695,13
group501.1,47006,-85.2203503513077,41.54997312616154,65
group503.1,239776,-87.05310091295662,41.54649350480372,242
group504.1,11996,-87.0896521461875,41.5485378907875,16
group505.1,23557,-84.91198933536538,41.54866720072692,26
group506.1,285280,-85.82030565061606,41.54528052542811,249
group507.1,97378,-86.02372775643371,41.54164654472921,89
group508.1,61159,-85.53418823764927,41.542682497027535,69
group509.1,80207,-86.91786426114804,41.54065176674608,102
group510.1,26475,-86.89989878655456,41.53992189618788,33
group511.1,33223,-84.91260535985201,41.537687442389995,50
group512.1,35642,-84.92623081991316,41.53755279337105,38
group513.1,27176,-87.36936349207568,41.53162787704054,37
group513.2,5827,-87.36533719147778,41.5319717414,9
group514.1,60470,-85.07720670588033,41.529436218214755,61
group515.1,12092,-85.06051645137059,41.52506252710588,17
group516.1,78969,-85.36946317970127,41.5200037494519,79
group517.1,24765,-87.03402947147858,41.51813898950714,28
group518.1,32174,-85.13825550726666,41.515442286946154,39
group521.1,22496,-85.36574145487143,41.50817805580476,21
group523.1,49334,-85.42284087374506,41.50022955154789,71
group524.1,95604,-86.68533845489588,41.49466508967629,97
group525.1,11999,-85.4469091266,41.49104955011333,15
group526.1,26835,-85.40786645496512,41.481906155939534,43
group527.1,28042,-85.36081287336388,41.481094228536115,36
group528.1,23008,-85.59732585966071,41.46613303494286,28
group529.1,38673,-87.03544686850313,41.46409200853437,64
group531.1,117570,-85.57368137484615,41.45386186183615,130
group532.1,25740,-85.59173423460882,41.453838577829416,34
group533.1,22633,-85.60060160894285,41.451522398507144,28
group534.1,26584,-86.140654786425,41.44904089776786,28
group535.1,306735,-86.01377210404829,41.44699793062445,319
group536.1,178310,-87.00021286517527,41.44738684820275,182
group537.1,88419,-86.3153036866018,41.444116454232436,111
group537.2,27418,-86.30973690578422,41.43999426163421,38
